1	0	1	1
2	0	1	1
3	0	1	1
4	0	1	1
5	0	1	1
6	0	1	1
7	0	1	1
8	0	1	1
9	0	1	1
10	0	1	1
11	1	1	1
12	0	1	1
13	0	1	1
14	0	1	1
15	0	1	1
16	2	1	1
17	0	1	1
18	0	1	1
19	0	1	1
20	1	1	1
21	2	1	1
22	2	1	1
23	3	1	1
24	4	1	1
25	2	1	1
26	1	1	1
27	0	1	1
28	0	1	1
29	0	1	1
30	2	1	1
31	4	1	1
32	3	1	1
33	0	1	1
34	1	1	1
35	5	1	1
36	3	1	1
37	1	1	1
38	2	1	1
39	0	1	1
40	8	1	1
41	2	1	1
42	0	1	1
43	3	1	1
44	0	1	1
45	1	1	1
46	0	1	1
47	4	1	1
48	1	1	1
49	0	1	1
50	1	1	1
1	0	2	1
2	0	2	1
3	0	2	1
4	0	2	1
5	0	2	1
6	2	2	1
7	0	2	1
8	0	2	1
9	0	2	1
10	0	2	1
11	0	2	1
12	0	2	1
13	0	2	1
14	0	2	1
15	1	2	1
16	2	2	1
17	1	2	1
18	1	2	1
19	1	2	1
20	1	2	1
21	1	2	1
22	4	2	1
23	0	2	1
24	3	2	1
25	1	2	1
26	6	2	1
27	0	2	1
28	0	2	1
29	3	2	1
30	2	2	1
31	7	2	1
32	0	2	1
33	1	2	1
34	1	2	1
35	1	2	1
36	0	2	1
37	1	2	1
38	3	2	1
39	2	2	1
40	5	2	1
41	2	2	1
42	0	2	1
43	3	2	1
44	0	2	1
45	2	2	1
46	0	2	1
47	0	2	1
48	2	2	1
1	0	3	1
2	0	3	1
3	0	3	1
4	0	3	1
5	0	3	1
6	1	3	1
7	0	3	1
8	0	3	1
9	0	3	1
10	0	3	1
11	0	3	1
12	0	3	1
13	0	3	1
14	0	3	1
15	0	3	1
16	0	3	1
17	0	3	1
18	1	3	1
19	0	3	1
20	1	3	1
21	0	3	1
22	3	3	1
23	1	3	1
24	3	3	1
25	0	3	1
26	3	3	1
27	0	3	1
28	0	3	1
29	4	3	1
30	5	3	1
31	4	3	1
32	1	3	1
33	1	3	1
34	2	3	1
35	2	3	1
36	8	3	1
37	2	3	1
38	1	3	1
39	0	3	1
40	2	3	1
41	2	3	1
42	0	3	1
43	3	3	1
44	0	3	1
45	1	3	1
46	0	3	1
47	4	3	1
48	3	3	1
49	0	3	1
50	1	3	1
1	0	4	1
2	0	4	1
3	0	4	1
4	0	4	1
5	0	4	1
6	0	4	1
7	0	4	1
8	0	4	1
9	0	4	1
10	0	4	1
11	1	4	1
12	0	4	1
13	0	4	1
14	0	4	1
15	4	4	1
16	1	4	1
17	0	4	1
18	0	4	1
19	1	4	1
20	2	4	1
21	0	4	1
22	1	4	1
23	2	4	1
24	3	4	1
25	0	4	1
26	1	4	1
27	0	4	1
28	0	4	1
29	2	4	1
30	5	4	1
31	2	4	1
32	1	4	1
33	1	4	1
34	1	4	1
35	2	4	1
36	2	4	1
37	0	4	1
38	0	4	1
39	3	4	1
40	7	4	1
41	5	4	1
42	0	4	1
43	5	4	1
44	0	4	1
45	2	4	1
46	0	4	1
47	2	4	1
48	1	4	1
49	0	4	1
50	2	4	1
1	0	5	1
2	0	5	1
3	0	5	1
4	0	5	1
5	0	5	1
6	1	5	1
7	0	5	1
8	0	5	1
9	0	5	1
10	0	5	1
11	2	5	1
12	0	5	1
13	0	5	1
14	0	5	1
15	2	5	1
16	1	5	1
17	1	5	1
18	1	5	1
19	1	5	1
20	1	5	1
21	1	5	1
22	0	5	1
23	1	5	1
24	4	5	1
25	2	5	1
26	4	5	1
27	3	5	1
28	0	5	1
29	8	5	1
30	0	5	1
31	4	5	1
